OBJECTID_1,GROWTH_RATE
11231,0.02
11232,-0.003
11233,-0.012
11234,0.022
11235,-0.004
11236,-0.005
11237,-0.003
11238,0.03
11239,-0.003
11240,0.06
11241,-0.007
11242,-0.004
11243,0.025
11244,-0.012
11245,0.02
11246,0.028
11247,0.013
11248,0.05
11249,0.018
11250,-0.001
11251,0.037
11252,0.017
11253,0.033
11254,0.02
11255,0.007
11256,-0.003
11257,0.035
11258,0.013
11259,0.017
11260,0.013
11261,0.005
11262,0.032
11263,0.094
11264,-0.001
11265,-0.003
11266,0
11267,0.034
11268,0.032
11269,-0.008
11270,0.024
11271,0.011
11272,-0.017
11273,0.058
11274,0.013
11275,-0.003
11276,0.026
11277,0.02
11278,-0.007
11279,0.014
11280,0.022
11281,0.028
11282,0.014
11283,-0.003
11284,0.025
11285,0.013
11286,0.043
11287,0.072
11288,0.023
11289,0.016
11290,0.034
11291,0.044
11292,0.023
11293,0.027
11294,0.016
11295,0.08
11296,0.015
11297,0.021
11298,0.024
11299,0.023
11300,0.025
11301,-0.001
11302,0.003
11303,-0.003
11304,0.031
11305,0.04
11306,0.021
11307,0
11308,0.008
11309,0
11310,-0.004
11311,-0.003
11312,-0.012
11313,-0.003
11314,0.017
11315,0.022
11316,0.012
11317,0.005
11318,-0.017
11319,0.011
11320,-0.008
11321,0.019
11322,0.042
11323,0.014
11324,0
11325,0.009
11326,-0.003
11327,0.001
11328,0.05
11329,0.014
11330,0.036
11331,0.009
11332,0.01
11333,-0.013
11334,-0.002
11335,-0.01
11336,0.013
11337,-0.005
11338,0.035
11339,-0.013
11340,0.022
11341,0.013
11342,0.004
11343,-0.002
11344,-0.002
11345,-0.004
11346,0.016
11347,0.011
11348,-0.006
11349,0.016
11350,0.03
11351,0.018
11352,0.037
11353,0.023
11354,0.015
11355,-0.003
11356,0.007
11357,0.01
11358,0.02
11359,-0.008
11360,0.053
11361,0.013
11362,-0.025
11363,-0.001
11364,0.035
11365,0.009
11366,-0.007
11367,0
11368,0
11369,0.018
11370,0.018
11371,0.025
11372,0
11373,0.007
11374,0.019
11375,-0.015
11376,-0.006
11377,-0.003
11378,-0.002
11379,-0.009
11380,-0.014
11381,0.005
11382,0.011
11383,-0.004
11384,-0.005
11385,-0.013
11386,0.02
11387,0.046
11388,0.017
11389,0.05
11390,0.012
11391,0.023
11392,-0.042
11393,0.015
11394,0.014
11395,0.013
11396,0.016
11397,0.004
11398,-0.003
11399,-0.005
11400,0.014
11401,0.029
11402,0.088
11403,-0.02
11404,-0.015
11405,0.037
11406,0.024
11407,-0.003
11408,0.003
11409,-0.004
11410,0.03
11411,0.016
11412,0.02
11413,0.003
11414,0.024
11415,-0.033
11416,0.025
11417,0.024
11418,0.024
11419,0.004
11420,0.006
11421,-0.004
11422,-0.003
11423,0
11424,0.039
11425,-0.006
11426,-0.008
11427,0.002
11428,0.005
11429,0.002
11430,-0.001
11431,-0.006
11432,0.027
11433,0.028
11434,-0.005
11435,0.017
11436,0.045
11437,0.025
11438,0.021
11439,0.025
11440,-0.001
11441,0.012
11442,0
11443,0.007
11444,0.001
11445,-0.005
11446,-0.011
11447,0.017
11448,-0.003
11449,-0.01
11450,-0.006
11451,0.038
11452,0.03
11453,-0.005
11454,0.079
11455,0.004
11456,0.002
11457,0.021
11458,-0.003
11459,-0.045
11460,0.015
11461,0.003
11462,0.029
11463,0.021
11464,-0.016
11465,0.015
11466,0.012
11467,-0.004
11468,0.041
11469,0.026
11470,0.081
11471,0.007
11472,0.003
11473,0.017
11474,0.019
11475,0.037
11476,-0.003
11477,0.015
11478,-0.001
11479,0
11480,0.007
11481,-0.008
11482,-0.004
11483,-0.004
11484,0.003
11485,0.091
11486,0.02
11487,0.01
11488,0.02
11489,-0.005
11490,0.013
11491,-0.013
11492,0.02
11493,0.007
11494,0.005
11495,-0.004
11496,-0.018
11497,-0.011
11498,0.003
11499,-0.002
11500,0.021
11501,0.031
11502,0.015
11503,0.029
11504,0.052
11505,0.017
11506,-0.002
11507,0.019
11508,-0.023
11509,-0.016
11510,0.021
11511,0.029
11512,0.025
11513,-0.001
11514,0.014
11515,0.004
11516,-0.006
11517,0.017
11518,0.01
11519,0.015
11520,0.008
11521,0.018
11522,0.017
11523,-0.006
11524,0
11525,-0.025
11526,-0.003
11527,0.015
11528,0.026
11529,0.031
11530,0
11531,0
11532,-0.007
11533,0
11534,0.049
11535,0.059
11536,0.02
11537,0.019
11538,0.025
11539,0.016
11540,0.028
11541,-0.004
11542,-0.014
11543,-0.001
11544,-0.01
11545,0.016
11546,0.015
11547,0.016
11548,0.013
11549,0.028
11550,0.03
11551,0.027
11552,-0.001
11553,0.022
11554,0.035
11555,0.052
11556,0.019
11557,0.023
11558,-0.008
11559,0.002
11560,0.022
11561,0.009
11562,0.011
11563,0.012
11564,0.024
11565,-0.012
11566,0.005
11567,0.011
11568,0.015
11569,0.024
11570,0.032
11571,0.014
11572,0.017
11573,0.008
11574,-0.005
11575,0
11576,-0.003
11577,0.022
11578,-0.001
11579,-0.006
11580,0.017
11581,0.014
11582,0.009
11583,-0.01
11584,0.025
11585,0.019
11586,0.024
11587,0.016
11588,0.02
11589,-0.003
11590,-0.045
11591,-0.018
11592,0.025
11593,-0.003
11594,-0.005
11595,-0.002
11596,0.024
11597,0.009
11598,0.004
11599,0.002
11600,-0.009
11601,-0.013
11602,-0.014
11603,-0.007
11604,-0.006
11605,0.002
11606,-0.001
11607,0.01
11608,-0.004
11609,0.09
11610,-0.004
11611,0.133
11612,0.065
11613,0.027
11614,-0.009
11615,0.014
11616,0.002
11617,-0.008
11618,0.009
11619,0.019
11620,0.003
11621,0.024
11622,-0.001
11623,0
11624,-0.001
11625,0.002
11626,-0.003
11627,0.011
11628,-0.003
11629,0.024
11630,-0.003
11631,0.005
11632,0.003
11633,0.074
11634,0.016
11635,-0.008
11636,0.012
11637,0.009
11638,0.015
11639,0.024
11640,0.003
11641,0.024
11642,0.009
11643,-0.004
11644,-0.001
11645,-0.001
11646,-0.001
11647,0.006
11648,0.014
11649,0.04
11650,0.068
11651,0.066
11652,0.064
11653,0.049
11654,0.055
11655,0.025
11656,-0.061
11657,0.016
11658,0.027
11659,0.021
11660,0.017
11661,0.01
11662,-0.054
11663,-0.009
11664,0.018
11665,-0.003
11666,0.012
11667,0.023
11668,-0.005
11669,0.018
11670,0.023
11671,0.023
11672,-0.003
11673,0.022
11674,-0.01
11675,0.069
11676,-0.024
11677,-0.002
11678,-0.021
11679,0.013
11680,0
11681,-0.009
11682,-0.004
11683,0.016
11684,0.016
11685,-0.011
11686,0.03
11687,0
11688,0.063
11689,0.041
11690,0.021
11691,0.047
11692,0.02
11693,-0.024
11694,0.014
11695,0.057
11696,0.015
11697,0.029
11698,0.021
11699,0.03
11700,0.049
11701,-0.003
11702,0.013
11703,0.049
11704,0.034
11705,0.014
11706,0.013
11707,-0.003
11708,-0.015
11709,0.005
11710,0.015
11711,0.014
11712,0.015
11713,0.014
11714,-0.004
11715,0.028
11716,-0.006
11717,-0.022
11718,0.001
11719,0.039
11720,0.009
11721,0.019
11722,0.004
11723,0
11724,0.01
11725,0.023
11726,0.026
11727,-0.033
11728,0.011
11729,0.025
11730,-0.027
11731,0.008
11732,0.008
11733,0.012
11734,0.021
11735,0.03
11736,0.028
11737,-0.133
11738,0.005
11739,0.01
11740,0.024
11741,0.001
11742,0.015
11743,0.034
11744,-0.008
11745,0.008
11746,-0.005
11747,-0.003
11748,0.016
11749,0.022
11750,0.008
11751,0.014
11752,0.009
11753,-0.011
11754,0.017
11755,0.015
11756,0.004
11757,0.001
11758,-0.003
11759,0.014
11760,-0.003
11761,-0.003
11762,-0.003
11763,0.005
11764,0.013
11765,0.025
11766,-0.003
11767,-0.017
11768,-0.008
11769,0.012
11770,-0.003
11771,0.041
11772,0
11773,0.006
11774,0.016
11775,-0.015
11776,0.016
11777,-0.004
11778,0.008
11779,0.021
11780,-0.007
11781,0.01
11782,-0.006
11783,-0.005
11784,-0.011
11785,0.003
11786,-0.003
11787,0
11788,0.016
11789,-0.016
11790,-0.004
11791,-0.004
11792,-0.004
11793,-0.036
11794,0.004
11795,-0.005
11796,0.029
11797,0.025
11798,-0.003
11799,0.017
11800,0.007
11801,0.001
11802,0.003
11803,-0.079
11804,-0.003
11805,0
11806,0.024
11807,0.024
11808,0.024
11809,0.024
11810,-0.003
11811,0.029
11812,0.025
11813,0
11814,0.004
11815,0.015
11816,0.018
11817,0.015
11818,0.014
11819,0.015
11820,0.016
11821,0.021
11822,0.014
11823,0.005
11824,0.016
11825,-0.003
11826,0.034
11827,0.026
11828,0.018
11829,-0.003
11830,0.012
11831,0.003
11832,-0.002
11833,0.015
11834,-0.007
11835,-0.007
11836,-0.001
11837,-0.007
11838,0.018
11839,-0.003
11840,0.036
11841,-0.007
11842,0.001
11843,0
11844,0.02
11845,-0.014
11846,0.024
11847,0.021
11848,0.003
11849,-0.001
11850,-0.004
11851,-0.003
11852,0.002
11853,-0.016
11854,0.005
11855,0.015
11856,0.013
11857,0.015
11858,0.021
11859,0.092
11860,-0.001
11861,0.015
11862,0.027
11863,0.029
11864,0.008
11865,0.079
11866,-0.011
11867,0.048
11868,0.005
11869,0
11870,0.009
11871,0.024
11872,0.012
11873,0.037
11874,0.006
11875,0.045
11876,0.075
11877,-0.003
11878,0.014
11879,0.021
11880,0.024
11881,0.026
11882,0.024
11883,-0.03
11884,-0.002
11885,-0.002
11886,0.003
11887,0.008
11888,0.018
11889,0.072
11890,0.011
11891,0.022
11892,0.023
11893,0.018
11894,-0.001
11895,-0.003
11896,-0.003
11897,0
11898,-0.004
11899,-0.001
11900,0.024
11901,0.002
11902,0.091
11903,0.016
11904,0.001
11905,0.026
11906,-0.006
11907,0.016
11908,-0.028
11909,0.013
11910,0.014
11911,0.026
11912,0.019
11913,0.015
11914,-0.003
11915,0.013
11916,0.014
11917,0.035
11918,0.047
11919,0.049
11920,0.012
11921,0.015
11922,0.034
11923,0.015
11924,0.006
11925,0.018
11926,0.01
11927,0.011
11928,0.121
11929,0.006
11930,0.005
11931,0.031
11932,0.024
11933,0
11934,0.014
11935,-0.002
11936,0.041
11937,0.017
11938,0.024
11939,-0.007
11940,0
11941,-0.005
11942,-0.017
11943,0.007
11944,0.021
11945,0.029
11946,-0.019
11947,0.021
11948,0.014
11949,0.016
11950,0.014
11951,0.015
11952,-0.001
11953,-0.007
11954,0.012
11955,0.012
11956,0.022
11957,0.068
11958,0.006
11959,-0.005
11960,0.013
11961,0.037
11962,0.006
11963,0.015
11964,0.023
11965,0.021
11966,-0.015
11967,-0.003
11968,-0.089
11969,0.015
11970,0.024
11971,-0.02
11972,-0.003
11973,-0.005
11974,-0.003
11975,0.019
11976,-0.004
11977,-0.003
11978,0.014
11979,0.021
11980,0.119
11981,0.015
11982,-0.015
11983,0.006
11984,0.014
11985,0.013
11986,-0.001
11987,0.012
11988,-0.005
11989,-0.003
11990,-0.006
11991,-0.021
11992,0.013
11993,-0.004
11994,-0.027
11995,-0.003
11996,0.024
11997,-0.007
11998,0.017
11999,0.013
12000,-0.019
12001,0.02
12002,0.007
12003,0.001
12004,0.001
12005,0.014
12006,0.016
12007,-0.005
12008,-0.026
12009,0.016
12010,0.014
12011,0.012
12012,0.031
12013,0.038
12014,0.02
12015,0.023
12016,0.024
12017,0.009
12018,0.022
12019,0.001
12020,-0.006
12021,-0.002
12022,0.03
12023,-0.023
12024,0.009
12025,0.011
12026,0.03
12027,-0.001
12028,0.035
12029,0.007
12030,-0.02
12031,0.028
12032,0.015
12033,0.013
12034,0.02
12035,0.015
12036,0.044
12037,0.023
12038,0.022
12039,0.002
12040,0.042
12041,-0.009
12042,0.013
12043,0.018
12044,0.008
12045,0.024
12046,0.015
12047,-0.011
12048,0.012
12049,0.012
12050,0.021
12051,0.027
12052,0.044
12053,-0.003
12054,0.09
12055,-0.002
12056,0.021
12057,0.029
12058,0.004
12059,-0.003
12060,0.009
12061,-0.001
12062,0.018
12063,0.002
12064,0.006
12065,-0.003
12066,-0.002
12067,0.008
12068,0.003
12069,-0.001
12070,0.011
12071,0.014
12072,-0.011
12073,-0.004
12074,0.005
12075,0.024
12076,0.018
12077,-0.009
12078,-0.006
12079,0.047
12080,0.025
12081,0.032
12082,0.001
12083,0.025
12084,-0.014
12085,-0.004
12086,0.03
12087,0.016
12088,-0.007
12089,0.035
12090,0.021
12091,0.031
12092,0.019
12093,0.021
12094,0.038
12095,-0.003
12096,0.014
12097,0.003
12098,0.003
12099,0.036
12100,0.04
12101,0.026
12102,-0.004
12103,0.03
12104,0
12105,0.028
12106,-0.001
12107,0.019
12108,-0.004
12109,0.034
12110,0.015
12111,0.014
12112,-0.015
12113,-0.001
12114,0.008
12115,0.106
12116,0.044
12117,0.05
12118,0.069
12119,0.066
12120,0.067
12121,0.065
12122,0.044
12123,0.004
12124,0.024
12125,0.02
12126,0.024
12127,0.043
12128,0.015
12129,0.039
12130,0.078
12131,0.016
12132,0.009
12133,0.002
12134,-0.003
12135,-0.003
12136,0.014
12137,0.022
12138,0.013
12139,0.012
12140,0.015
12141,0.034
12142,0.031
12143,0.026
12144,0.019
12145,0.132
12146,0.008
12147,-0.004
12148,0.008
12149,0.02
12150,-0.007
12151,0.025
12152,-0.02
12153,-0.006
12154,-0.003
12155,0.015
12156,0.02
12157,0.01
12158,0.028
12159,0.007
12160,0.011
12161,0.034
12162,-0.007
12163,0.049
12164,-0.046
12165,0.002
12166,0.019
12167,0.027
12168,-0.005
12169,0.024
12170,0.004
12171,0.023
12172,-0.012
12173,0.024
12174,0.018
12175,0.014
12176,0.028
12177,-0.001
12178,0.001
12179,0.017
12180,0.01
12181,-0.001
12182,-0.006
12183,0.04
12184,-0.008
12185,0.003
12186,0.001
12187,0.001
12188,0.029
12189,-0.003
12190,-0.018
12191,0.015
12192,0.015
12193,0.023
12194,0.029
12195,0.003
12196,0
12197,0.009
12198,0.003
12199,0.023
12200,0.018
12201,-0.008
12202,0.016
12203,0.007
12204,0.027
12205,0.014
12206,0.024
12207,-0.005
12208,-0.002
12209,-0.003
12210,0.014
12211,0.007
12212,0.026
12213,0.011
12214,0.017
12215,0.017
12216,0.032
12217,0.014
12218,0
12219,0.06
12220,0.017
12221,-0.001
12222,0.015
12223,-0.004
12224,-0.009
12225,-0.004
12226,0.006
12227,0.025
12228,0.058
12229,0.011
12230,-0.003
12231,0.006
12232,0.032
12233,-0.054
12234,0.037
12235,0.012
12236,0.013
12237,0
12238,0.012
12239,0.024
12240,0.019
12241,-0.003
12242,-0.009
12243,-0.011
12244,-0.008
12245,0.026
12246,0.024
12247,0.006
12248,0.024
12249,0.014
12250,0.025
12251,-0.012
12252,0.024
12253,-0.005
12254,-0.007
12255,-0.001
12256,0.056
12257,-0.002
12258,-0.021
12259,0.023
12260,0.055
12261,0.014
12262,0.017
12263,0.04
12264,-0.007
12265,0.042
12266,-0.004
12267,0.003
12268,0.005
12269,0.01
12270,-0.008
12271,0.012
12272,0.01
12273,0.016
12274,0
12275,-0.002
12276,-0.001
12277,-0.008
12278,-0.001
12279,0.011
12280,-0.004
12281,-0.004
12282,0.006
12283,-0.004
12284,0.015
12285,0.015
12286,0.014
12287,0.027
12288,-0.003
12289,-0.004
12290,0.021
12291,0.015
12292,-0.008
12293,0.003
12294,-0.005
12295,-0.015
12296,0.015
12297,0.016
12298,-0.012
12299,0.009
12300,0.009
12301,0.065
12302,0.024
12303,0.024
12304,-0.003
12305,0.024
12306,-0.004
12307,0.006
12308,0.033
12309,0.036
12310,0.012
12311,0.001
12312,0.021
12313,0.015
12314,0.042
12315,0.024
12316,-0.094
12317,-0.011
12318,-0.007
12319,0.057
12320,0.019
12321,0.029
12322,0.027
12323,0.032
12324,0.003
12325,0.027
12326,0.028
12327,0.026
12328,0.01
12329,0.014
12330,0.015
12331,0.042
12332,-0.015
12333,-0.021
12334,-0.004
12335,-0.001
12336,0
12337,-0.003
12338,0.023
12339,0.022
12340,0.003
12341,0.018
12342,0.032
12343,0.016
12344,0.066
12345,0.013
12346,0.019
12347,0.001
12348,-0.003
12349,0
12350,0.083
12351,-0.003
12352,0.022
12353,0.018
12354,0.014
12355,-0.006
12356,0.018
12357,-0.018
12358,-0.012
12359,0.005
12360,0.009
12361,0.006
12362,-0.007
12363,-0.003
12364,0
12365,0.016
12366,0.016
12367,-0.015
12368,0.016
12369,0.016
12370,0.017
12371,0.032
12372,0.014
12373,-0.004
12374,0.024
12375,0.017
12376,0.024
12377,0.024
12378,-0.007
12379,0.004
12380,0.037
12381,-0.051
12382,0.024
12383,0.01
12384,-0.001
12385,0.019
12386,0.087
12387,0.018
12388,-0.001
12389,0.022
12390,0.007
12391,0.014
12392,0.01
12393,0.03
12394,0.036
12395,0.035
12396,0.005
12397,-0.021
12398,0.017
12399,0.016
12400,0.015
12401,0.015
12402,0.006
12403,0
12404,0.003
12405,-0.004
12406,0.031
12407,0.099
12408,0.026
12409,0.019
12410,0.02
12411,0.01
12412,-0.003
12413,-0.012
12414,-0.023
12415,-0.013
12416,-0.003
12417,-0.003
12418,0.024
12419,0.015
12420,0.016
12421,0.015
12422,0.024
12423,-0.003
12424,-0.009
12425,-0.019
12426,-0.001
12427,0.022
12428,0.014
12429,0.088
12430,0.024
12431,-0.002
12432,0.032
12433,0.022
12434,0.003
12435,0.012
12436,-0.003
12437,0.063
12438,-0.004
12439,-0.02
12440,-0.019
12441,0.029
12442,0.02
12443,0.024
12444,0.025
12445,0.02
12446,0.041
12447,0.049
12448,0.014
12449,0.021
12450,0.033
12451,0.008
12452,0.005
12453,-0.01
12454,0.008
12455,0.002
12456,0.018
12457,0.001
12458,-0.005
12459,0.001
12460,-0.004
12461,-0.004
12462,0.012
12463,-0.008
12464,0.029
12465,-0.019
12466,-0.001
12467,0.014
12468,0.016
12469,0.021
12470,0.009
12471,-0.004
12472,-0.026
12473,-0.002
12474,-0.013
12475,-0.019
12476,0.012
12477,0.016
12478,0.03
12479,-0.002
12480,0.015
12481,0.015
12482,0.005
12483,0.033
12484,0.018
12485,0.01
12486,0.015
12487,0.023
12488,0.006
12489,0
12490,0.013
12491,0.02
12492,0.053
12493,0.012
12494,0.016
12495,0.008
12496,0.023
12497,0.026
12498,0.019
12499,0.029
12500,0.022
12501,0.025
12502,0.012
12503,0.001
12504,0.03
12505,0.021
12506,0.081
12507,0.039
12508,0.012
12509,0.015
12510,0.045
12511,0.037
12512,0.001
12513,0.021
12514,0.005
12515,0.016
12516,-0.012
12517,0.016
12518,-0.002
12519,-0.008
12520,0.005
12521,-0.005
12522,-0.042
12523,-0.01
12524,-0.038
12525,-0.037
12526,0.018
12527,0.017
12528,0.025
12529,-0.006
12530,-0.014
12531,0.002
12532,0.043
12533,0.044
12534,0.031
12535,0.023
12536,-0.042
12537,0.018
12538,-0.005
12539,0.044
12540,0.112
12541,-0.026
12542,-0.004
12543,0.009
12544,0.007
12545,0.019
12546,0.003
12547,-0.02
12548,0.021
12549,-0.063
12550,0.007
12551,0.034
12552,0.02
12553,0.034
12554,0
12555,-0.014
12556,0.015
12557,0.024
12558,0.031
12559,-0.028
12560,0.005
12561,0.02
12562,0.021
12563,0.017
12564,0.016
12565,0.049
12566,0.163
12567,-0.083
12568,0.002
12569,-0.003
12570,0.009
12571,0.007
12572,0.019
12573,0.016
12574,0.008
12575,0.015
12576,0.04
12577,0.017
12578,0.015
12579,-0.007
12580,0.039
12581,0.073
12582,0.013
12583,0.021
12584,-0.007
12585,-0.002
12586,-0.011
12587,0.016
12588,0.02
12589,0.033
12590,-0.001
12591,0.031
12592,0.004
12593,0.006
12594,0.016
12595,-0.004
12596,0.02
12597,0.011
12598,-0.033
12599,-0.001
12600,0
12601,0.006
12602,-0.005
12603,-0.003
12604,-0.011
12605,0
12606,0.012
12607,-0.024
12608,0.011
12609,0.017
12610,0.03
12611,0.003
12612,0.03
12613,0.032
12614,0.029
12615,-0.008
12616,0.044
12617,0.014
12618,0.023
12619,-0.056
12620,0.005
12621,0.01
12622,-0.013
12623,0.027
12624,0.022
12625,-0.008
12626,0.017
12627,0.027
12628,0.027
12629,0
12630,0.017
12631,0.008
12632,0.024
12633,-0.13
12634,0.007
12635,0.016
12636,0
12637,0.024
12638,0.024
12639,-0.001
12640,0.019
12641,0.022
12642,0.048
12643,0.029
12644,0.03
12645,0.031
12646,0.019
12647,0.031
12648,-0.028
12649,0.013
12650,0
12651,-0.019
12652,-0.004
12653,0.034
12654,0.025
12655,0.043
12656,0.001
12657,0.024
12658,0.005
12659,-0.011
12660,0.015
12661,0.029
12662,-0.003
12663,0.1
12664,0.015
12665,0.015
12666,0.025
12667,0.022
12668,-0.089
12669,-0.028
12670,0.048
12671,0.024
12672,0.02
12673,0.035
12674,0.022
12675,0.009
12676,-0.124
12677,0.017
12678,0.028
12679,0.019
12680,0.02
12681,-0.003
12682,0.003
12683,0.005
12684,-0.001
12685,0.015
12686,0.031
12687,0.02
12688,0.013
12689,0.01
12690,-0.006
12691,-0.004
12692,-0.021
12693,-0.011
12694,-0.016
12695,-0.008
12696,0.009
12697,-0.001
12698,-0.001
12699,-0.016
12700,-0.007
12701,0.023
12702,0.004
12703,0.043
12704,0.031
12705,0.017
12706,-0.013
12707,0.011
12708,0.026
12709,-0.019
12710,0.009
12711,0.029
12712,0.007
12713,-0.004
12714,-0.005
12715,-0.01
12716,0.014
12717,0.03
12718,0.02
12719,0.036
12720,0.022
12721,0.008
12722,-0.019
12723,0.055
12724,0.036
12725,0.011
12726,0.018
12727,-0.005
12728,-0.004
12729,0.019
12730,0.017
12731,0.012
12732,0.019
12733,-0.001
12734,0.001
12735,0.019
12736,0.046
12737,-0.021
12738,0.006
12739,0.006
12740,0.025
12741,0.001
12742,0.013
12743,0.012
12744,0.025
12745,0.021
12746,0.013
12747,0.006
12748,0.014
12749,0.008
12750,0.001
12751,0.038
12752,0.019
12753,0.02
12754,-0.003
12755,0.007
12756,-0.016
12757,0.005
12758,0.014
12759,0.056
12760,0.023
12761,0.015
12762,0
12763,0.006
12764,-0.001
12765,0
12766,-0.009
12767,0.001
12768,0.04
12769,0.01
12770,0.014
12771,0
12772,0.024
12773,0.107
12774,0.015
12775,-0.005
12776,0.016
12777,0.011
12778,0.025
12779,0.006
12780,0.025
12781,0.007
12782,0.011
12783,0.043
12784,0.021
12785,0.019
12786,0.016
12787,0.015
12788,0.013
12789,0.02
12790,0.014
12791,0.015
12792,0.061
12793,-0.013
12794,0.015
12795,0.018
12796,0.009
12797,0.014
12798,0.033
12799,0.017
12800,0.007
12801,0.015
12802,-0.001
12803,-0.004
12804,0.015
12805,-0.009
12806,0.024
12807,0.036
12808,0.009
12809,-0.004
12810,0.023
12811,0.001
12812,0.024
12813,0.022
12814,0.019
12815,0.02
12816,0.026
12817,0.022
12818,0.014
12819,0.028
12820,0.034
12821,0.015
12822,0.006
12823,0.006
12824,0.016
12825,0.035
12826,0.009
12827,0.043
12828,-0.011
12829,0
12830,0.025
12831,0.034
12832,-0.003
12833,0.026
12834,0.025
12835,0.029
12836,0.033
12837,0.003
12838,0.021
12839,0.015
12840,-0.001
12841,0.034
12842,-0.007
12843,0.048
12844,0.049
12845,-0.007
12846,-0.009
12847,0.003
12848,0.023
12849,0.009
12850,0.035
12851,0.016
12852,-0.009
12853,0.034
12854,0.043
12855,0.027
12856,-0.001
12857,-0.013
12858,-0.011
12859,0.057
12860,0.035
12861,0.018
12862,0.018
12863,0.006
12864,0.004
12865,0.022
12866,0.004
12867,0.014
12868,-0.003
12869,-0.01
12870,0.003
12871,0.013
12872,0.024
12873,-0.001
12874,-0.004
12875,0.023
12876,0.019
12877,0.011
12878,0.026
12879,0.004
12880,0.023
12881,-0.028
12882,-0.018
12883,0.022
12884,0.014
12885,0.02
12886,-0.015
12887,0.017
12888,-0.003
12889,0.017
12890,0.015
12891,0.013
12892,0.015
12893,0.014
12894,-0.005
12895,0.016
12896,0.009
12897,-0.018
12898,-0.018
12899,-0.003
12900,0.037
12901,0.034
12902,0.019
12903,0.058
12904,0.024
12905,0.012
12906,0.021
12907,0.02
12908,0.014
12909,0.025
12910,0.021
12911,-0.031
12912,0.108
12913,0.022
12914,-0.002
12915,0.053
12916,-0.003
12917,0.004
12918,0.013
12919,0.03
12920,0.056
12921,0.01
12922,0.014
12923,0
12924,0.004
12925,-0.007
12926,0.047
12927,0.047
12928,0.015
12929,-0.004
12930,0.015
12931,-0.207
12932,0.023
12933,-0.006
12934,0.015
12935,0.014
12936,0.008
12937,-0.003
12938,-0.011
12939,-0.004
12940,-0.002
12941,0.021
12942,0.005
12943,-0.003
12944,-0.011
12945,-0.013
12946,0.013
12947,0.022
12948,0.027
12949,0.019
12950,0.05
12951,0.027
12952,0.023
12953,0.015
12954,-0.003
12955,-0.008
12956,0.017
12957,0
12958,-0.011
12959,-0.002
12960,-0.001
12961,-0.009
12962,-0.015
12963,0.014
12964,0.028
12965,0.014
12966,-0.009
12967,0.019
12968,-0.004
12969,-0.012
12970,0.02
12971,0.01
12972,0.025
12973,-0.003
12974,0
12975,0.014
12976,0.014
12977,0.001
12978,-0.002
12979,0.006
12980,-0.003
12981,0.014
12982,-0.017
12983,-0.019
12984,-0.006
12985,0.006
12986,0.026
12987,0.012
12988,0.021
12989,0.042
12990,-0.028
12991,0.025
12992,0.02
12993,0.04
12994,0
12995,0.002
12996,-0.003
12997,0.009
12998,-0.016
12999,-0.012
13000,-0.004
13001,-0.003
13002,0.044
13003,0.02
13004,-0.046
13005,0.019
13006,0.024
13007,0.018
13008,0.008
13009,0.029
13010,0.017
13011,-0.006
13012,-0.014
13013,0.002
13014,0.022
13015,0.047
13016,0.028
13017,-0.005
13018,-0.004
13019,-0.003
13020,0.005
13021,0.027
13022,0.011
13023,0.02
13024,0.012
13025,0.033
13026,0.015
13027,0.039
13028,0.013
13029,0.03
13030,0.054
13031,0.014
13032,0.012
13033,0.049
13034,0.048
13035,0.045
13036,0.013
13037,0.005
13038,0.002
13039,0.08
13040,0.078
13041,-0.003
13042,0.024
13043,0.011
13044,0.002
13045,0.013
13046,0.012
13047,0.008
13048,0.042
13049,0.023
13050,0.02
13051,0.024
13052,0.019
13053,0.008
13054,0.027
13055,-0.004
13056,-0.013
13057,-0.003
13058,0.024
13059,0.039
13060,-0.026
13061,0.002
13062,0.03
13063,0.009
13064,0.058
13065,0.045
13066,0.026
13067,0.02
13068,0.033
13069,0.01
13070,-0.005
13071,0.004
13072,-0.005
13073,0.013
13074,0.056
13075,0.021
13076,0.001
13077,0.009
13078,0.033
13079,-0.006
13080,0.02
13081,0.019
13082,0.013
13083,0.025
13084,0.014
13085,-0.001
13086,0.015
13087,-0.005
13088,0.016
13089,-0.007
13090,-0.016
13091,0.025
13092,-0.005
13093,0.018
13094,0.006
13095,0.025
13096,0.123
13097,-0.017
13098,0.012
13099,0.007
13100,0.024
13101,-0.002
13102,-0.004
13103,-0.01
13104,-0.003
13105,0.009
13106,0.026
13107,0.009
13108,0.05
13109,0.017
13110,0.015
13111,0.016
13112,-0.033
13113,0.276
13114,-0.004
13115,0.025
13116,-0.013
13117,0.025
13118,0.074
13119,0.025
13120,0.05
13121,-0.005
13122,-0.066
13123,0.025
13124,0.021
13125,0.024
13126,0.024
13127,0.009
13128,0.001
13129,-0.003
13130,-0.072
13131,0.04
13132,0.038
13133,0.015
13134,0.024
13135,0.019
13136,0.02
13137,0.02
13138,0.021
13139,0.023
13140,0.057
13141,0.076
13142,0.007
13143,0.025
13144,0.001
13145,0
13146,0.019
13147,-0.012
13148,0.011
13149,0.024
13150,-0.003
13151,0.022
13152,0.001
13153,-0.007
13154,0.014
13155,0.024
13156,-0.003
13157,0.024
13158,0.013
13159,0.014
13160,-0.012
13161,-0.003
13162,0.024
13163,-0.005
